evidence_cohort,comparison_id,dataset,model,comparator_method_id,reference_method_id,metric,paired_sample_definition,effect_size,ci_lower,ci_upper,raw_p_value,holm_adjusted_p_value,significant,direction,status,reason,interpretation,source_artifact,source_sha256
prompt14_classical_extension,p14-c-044__lendingclub_v2__lr__iv_then_boruta__pool200__vs__iv_woe,lendingclub_v2,lr,iv_then_boruta,iv_woe,roc_auc,identical 293105 OOT rows / 68252 events,0.0243139448826128,0.0230622316650082,0.0255237117087406,3.25464756066629e-318,9.76394268199888e-318,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-045__lendingclub_v2__lr__iv_then_boruta__pool200__vs__boruta_random_forest,lendingclub_v2,lr,iv_then_boruta,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0506761495332993,0.0485176705467889,0.0526655758921325,0,0,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-046__lendingclub_v2__lr__iv_then_boruta__pool300__vs__iv_woe,lendingclub_v2,lr,iv_then_boruta,iv_woe,roc_auc,identical 293105 OOT rows / 68252 events,0.0276936204596424,0.0263411862114107,0.0289626177706439,0,0,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-047__lendingclub_v2__lr__iv_then_boruta__pool300__vs__boruta_random_forest,lendingclub_v2,lr,iv_then_boruta,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0540558251103289,0.0518170473517115,0.0560851544959401,0,0,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-048__lendingclub_v2__lr__boruta_then_mrmr_mutual_information__k20__vs__boruta_random_forest,lendingclub_v2,lr,boruta_then_mrmr_mutual_information,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0371215241480997,0.0348313279771157,0.0392625236233738,6.8669378934599e-259,6.8669378934599e-259,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-049__lendingclub_v2__lr__boruta_then_mrmr_mutual_information__k20__vs__mrmr_mutual_information,lendingclub_v2,lr,boruta_then_mrmr_mutual_information,mrmr_mutual_information,roc_auc,identical 293105 OOT rows / 68252 events,0.0069455695693145,0.0058294738399221,0.0081430677062189,2.91878236468678e-32,5.83756472937356e-32,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-050__lendingclub_v2__lr__boruta_then_rfe_catboost__k20__vs__boruta_random_forest,lendingclub_v2,lr,boruta_then_rfe_catboost,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0404216865315806,0.0383394075094242,0.042400340532613,0,0,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-051__lendingclub_v2__lr__boruta_then_rfe_catboost__k20__vs__rfe_catboost,lendingclub_v2,lr,boruta_then_rfe_catboost,rfe_catboost,roc_auc,identical 293105 OOT rows / 68252 events,-0.0027112315735589,-0.0032155061415929,-0.0022131578438092,2.70577298762585e-25,2.70577298762585e-25,True,loss,completed,,not_supported,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-052__lendingclub_v2__catboost__statistical_normalized_average_rank__k40__vs__iv_woe,lendingclub_v2,catboost,statistical_normalized_average_rank,iv_woe,roc_auc,identical 293105 OOT rows / 68252 events,0.0103550830584663,0.0095698578962502,0.0111523728892211,4.3540504007499e-142,4.3540504007499e-142,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-053__lendingclub_v2__catboost__statistical_normalized_average_rank__k40__vs__lasso_l1_logistic,lendingclub_v2,catboost,statistical_normalized_average_rank,lasso_l1_logistic,roc_auc,identical 293105 OOT rows / 68252 events,0.0034009630331877,0.002815120217886,0.0040262763994394,1.52027140488412e-26,1.52027140488412e-26,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-054__lendingclub_v2__catboost__statistical_normalized_average_rank__k40__vs__rfe_catboost,lendingclub_v2,catboost,statistical_normalized_average_rank,rfe_catboost,roc_auc,identical 293105 OOT rows / 68252 events,-0.0059338868342612,-0.0066221238472414,-0.0052758349895867,3.36945031021558e-68,6.73890062043116e-68,True,loss,completed,,not_supported,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-055__lendingclub_v2__catboost__statistical_normalized_average_rank__k40__vs__boruta_random_forest,lendingclub_v2,catboost,statistical_normalized_average_rank,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0272806778957508,0.0256758370647996,0.0288488780899038,3.04466308482675e-257,6.0893261696535e-257,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-056__lendingclub_v2__catboost__statistical_normalized_average_rank__k40__vs__catboost_shap,lendingclub_v2,catboost,statistical_normalized_average_rank,catboost_shap,roc_auc,identical 293105 OOT rows / 68252 events,-0.0021212162284706,-0.0028162442762923,-0.0014546738431221,1.12403707190328e-09,1.12403707190328e-09,True,loss,completed,,not_supported,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-057__lendingclub_v2__catboost__statistical_normalized_average_rank__k40__vs__mrmr_mutual_information,lendingclub_v2,catboost,statistical_normalized_average_rank,mrmr_mutual_information,roc_auc,identical 293105 OOT rows / 68252 events,0.0110041513563943,0.0099038395738155,0.0120869455274442,9.24627299642977e-89,1.84925459928595e-88,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-058__lendingclub_v2__catboost__statistical_normalized_average_rank__k40__vs__cross_dataset_rank_voting_v1_primary_pool_200,lendingclub_v2,catboost,statistical_normalized_average_rank,cross_dataset_rank_voting_v1_primary_pool_200,roc_auc,identical 293105 OOT rows / 68252 events,-0.0042595615834644,-0.0049526336267618,-0.0035773058350325,4.27551475062058e-36,4.27551475062058e-36,True,loss,completed,,not_supported,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-059__lendingclub_v2__catboost__iv_then_boruta__pool100__vs__iv_woe,lendingclub_v2,catboost,iv_then_boruta,iv_woe,roc_auc,identical 293105 OOT rows / 68252 events,0.0105150896584036,0.0097749058316763,0.0112211163941153,2.06545928972261e-167,4.13091857944523e-167,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-060__lendingclub_v2__catboost__iv_then_boruta__pool100__vs__boruta_random_forest,lendingclub_v2,catboost,iv_then_boruta,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0274406844956881,0.0258873531115285,0.029012425724201,9.62848210388395e-267,2.88854463116519e-266,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-061__lendingclub_v2__catboost__iv_then_boruta__pool200__vs__iv_woe,lendingclub_v2,catboost,iv_then_boruta,iv_woe,roc_auc,identical 293105 OOT rows / 68252 events,0.0136377605378459,0.0128459220699335,0.0143786843607581,1.50380738966407e-243,4.51142216899221e-243,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-062__lendingclub_v2__catboost__iv_then_boruta__pool200__vs__boruta_random_forest,lendingclub_v2,catboost,iv_then_boruta,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0305633553751304,0.0289966166400072,0.0321128395867953,0,0,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-063__lendingclub_v2__catboost__iv_then_boruta__pool300__vs__iv_woe,lendingclub_v2,catboost,iv_then_boruta,iv_woe,roc_auc,identical 293105 OOT rows / 68252 events,0.0174745517556926,0.0166204804669509,0.0183135853524936,0,0,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-064__lendingclub_v2__catboost__iv_then_boruta__pool300__vs__boruta_random_forest,lendingclub_v2,catboost,iv_then_boruta,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0344001465929771,0.0328628766100135,0.0359427218989295,0,0,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-065__lendingclub_v2__catboost__boruta_then_mrmr_mutual_information__k40__vs__boruta_random_forest,lendingclub_v2,catboost,boruta_then_mrmr_mutual_information,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0227058002235308,0.020877261811545,0.0244415405752551,6.14896834664114e-143,6.14896834664114e-143,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-066__lendingclub_v2__catboost__boruta_then_mrmr_mutual_information__k40__vs__mrmr_mutual_information,lendingclub_v2,catboost,boruta_then_mrmr_mutual_information,mrmr_mutual_information,roc_auc,identical 293105 OOT rows / 68252 events,0.0064292736841743,0.005358661672973,0.0074922884105493,6.9064249776944e-33,6.9064249776944e-33,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-067__lendingclub_v2__catboost__boruta_then_rfe_catboost__k40__vs__boruta_random_forest,lendingclub_v2,catboost,boruta_then_rfe_catboost,boruta_random_forest,roc_auc,identical 293105 OOT rows / 68252 events,0.0316965606535052,0.0301016402030142,0.033283705571997,0,0,True,win,completed,,strong,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt14_classical_extension,p14-c-068__lendingclub_v2__catboost__boruta_then_rfe_catboost__k40__vs__rfe_catboost,lendingclub_v2,catboost,boruta_then_rfe_catboost,rfe_catboost,roc_auc,identical 293105 OOT rows / 68252 events,-0.0015180040765068,-0.0020266632187414,-0.0010095580961925,9.88918027619809e-09,9.88918027619809e-09,True,loss,completed,,not_supported,cleanup/audits/prompt_14_two_dataset_oot_review_v3/paired_comparisons.csv,61f0fec03293ce43272aaec5294f9efa3f504ef8e1c4e1a129e6421577fa9756
prompt16_final_amended,p16-oot-comparison-001,homecredit_model_stability_2024,lr,iv_woe,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-002,homecredit_model_stability_2024,lr,mrmr_mutual_information,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-003,homecredit_model_stability_2024,lr,lasso_l1_logistic,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-004,homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-005,homecredit_model_stability_2024,lr,catboost_shap,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-006,homecredit_model_stability_2024,lr,boruta_random_forest,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-007,homecredit_model_stability_2024,lr,rfe_catboost,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-008,homecredit_model_stability_2024,lr,iv_woe,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.039378629935122,0.032963698570762,0.0457199146778967,1.52197516362412e-33,1.52197516362412e-33,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-009,homecredit_model_stability_2024,lr,mrmr_mutual_information,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.0783737818925769,0.0713842104713064,0.0850095140083121,1.56267595236395e-119,7.81337976181977e-119,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-010,homecredit_model_stability_2024,lr,lasso_l1_logistic,random_k,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-011,homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.0606452649739204,0.0529417442529896,0.0680522671500256,4.79244844508769e-57,9.58489689017537e-57,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-012,homecredit_model_stability_2024,lr,catboost_shap,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.0720761300646061,0.0642540484658246,0.0796531521252577,6.59415574102804e-77,1.97824672230841e-76,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-013,homecredit_model_stability_2024,lr,boruta_random_forest,random_k,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-014,homecredit_model_stability_2024,lr,rfe_catboost,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.0771383282587684,0.0699336104119695,0.0841648605846472,6.6342579538794e-99,2.65370318155176e-98,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-015,homecredit_model_stability_2024,catboost,iv_woe,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-016,homecredit_model_stability_2024,catboost,mrmr_mutual_information,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-017,homecredit_model_stability_2024,catboost,lasso_l1_logistic,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-018,homecredit_model_stability_2024,catboost,legacy_rf_relevance_corr,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-019,homecredit_model_stability_2024,catboost,catboost_shap,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-020,homecredit_model_stability_2024,catboost,boruta_random_forest,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-021,homecredit_model_stability_2024,catboost,rfe_catboost,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-022,homecredit_model_stability_2024,catboost,iv_woe,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.0095564991805903,0.0055399601896963,0.013655492493529,2.46775885553656e-06,2.46775885553656e-06,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-023,homecredit_model_stability_2024,catboost,mrmr_mutual_information,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.0144122142657863,0.0097875866687618,0.0188316304629819,5.43809869205355e-10,1.08761973841071e-09,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-024,homecredit_model_stability_2024,catboost,lasso_l1_logistic,random_k,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-025,homecredit_model_stability_2024,catboost,legacy_rf_relevance_corr,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.04796060222476,0.0440959832135976,0.051961755834129,1.22876101675028e-120,3.68628305025084e-120,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-026,homecredit_model_stability_2024,catboost,catboost_shap,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.0655772509034749,0.0614184974638774,0.0699768058486122,1.21398711207334e-199,4.85594844829337e-199,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-027,homecredit_model_stability_2024,catboost,boruta_random_forest,random_k,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-028,homecredit_model_stability_2024,catboost,rfe_catboost,random_k,roc_auc,identical frozen OOT rows; 304916 aligned,0.07736260673359,0.073386090025142,0.0812689551900931,6.3537741008121e-313,3.17688705040605e-312,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-029,homecredit_model_stability_2024,lr,iv_then_boruta,iv_woe,roc_auc,identical frozen OOT rows; 304916 aligned,0.0598979587583312,0.0561067994168488,0.0638619116999996,2.26746788635641e-205,2.26746788635641e-205,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-030,homecredit_model_stability_2024,lr,iv_then_boruta,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-031,homecredit_model_stability_2024,lr,iv_then_boruta,iv_woe,roc_auc,identical frozen OOT rows; 304916 aligned,0.0911604388405069,0.0867682167395578,0.0956336874077221,0,0,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-032,homecredit_model_stability_2024,lr,iv_then_boruta,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-033,homecredit_model_stability_2024,lr,iv_then_boruta,iv_woe,roc_auc,identical frozen OOT rows; 304916 aligned,0.102066147588098,0.0977245310184134,0.106508936781885,0,0,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-034,homecredit_model_stability_2024,lr,iv_then_boruta,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-035,homecredit_model_stability_2024,lr,boruta_then_rfe_catboost,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
