source_table_family,relational_depth,feature_name,description,observed_dtype,logical_type,intended_aggregation,decision_time_availability,action,reason,deterministic_output_prefix
other,1,amtdepositincoming_4809444A,Amount of incoming deposits to client's account.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__other__amtdepositincoming_4809444A
other,1,amtdepositoutgoing_4809442A,Amount of outgoing deposits from client's account.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__other__amtdepositoutgoing_4809442A
other,1,num_group1,Relational row-order/group identifier.,int64,order_identifier,stable_sort_key_only_not_aggregated_as_measurement,relational_order_identifier_not_predictor,exclude,row/group order identifier; used only for deterministic ordering,
person,1,case_id,Stable case identifier.,int64,identifier,group_key_only,structural_identifier_not_predictor,exclude,stable row/join identifier; predictor use forbidden,
person,1,birth_259D,Date of birth of the person.,string,date,parse_date_then_signed_days_from_date_decision;count_non_missing|missing_count|min|max|mean|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__birth_259D
person,1,birthdate_87D,Birth date of the person.,string,date,parse_date_then_signed_days_from_date_decision;count_non_missing|missing_count|min|max|mean|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__birthdate_87D
person,1,childnum_185L,Number of children of the applicant.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__childnum_185L
person,1,contaddr_district_15M,Zip code of a contact person's address.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__contaddr_district_15M
person,1,contaddr_matchlist_1032L,Indicates whether the contact address is found in a code list.,bool,boolean,count_non_missing|missing_count|false_count|true_count|mean|first_by_num_group1|last_by_num_group1|any|all,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__contaddr_matchlist_1032L
person,1,contaddr_smempladdr_334L,Indicates whether the contact address is the same as the employment address.,bool,boolean,count_non_missing|missing_count|false_count|true_count|mean|first_by_num_group1|last_by_num_group1|any|all,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__contaddr_smempladdr_334L
person,1,contaddr_zipcode_807M,Zip code of contact address.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__contaddr_zipcode_807M
person,1,education_927M,Education level of the person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__education_927M
person,1,empl_employedfrom_271D,Start date of employment.,string,date,parse_date_then_signed_days_from_date_decision;count_non_missing|missing_count|min|max|mean|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__empl_employedfrom_271D
person,1,empl_employedtotal_800L,Employment length of a person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__empl_employedtotal_800L
person,1,empl_industry_691L,Employment Industry of the person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__empl_industry_691L
person,1,empladdr_district_926M,District where the employer's address is located.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__empladdr_district_926M
person,1,empladdr_zipcode_114M,Zipcode of employer's address.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__empladdr_zipcode_114M
person,1,familystate_447L,Family state of the person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__familystate_447L
person,1,gender_992L,Gender of a person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__gender_992L
person,1,housetype_905L,House type of the person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__housetype_905L
person,1,housingtype_772L,Type of housing of the person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__housingtype_772L
person,1,incometype_1044T,Type of income of the person,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__incometype_1044T
person,1,isreference_387L,Flag indicating whether the person is a reference contact.,bool,boolean,count_non_missing|missing_count|false_count|true_count|mean|first_by_num_group1|last_by_num_group1|any|all,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__isreference_387L
person,1,language1_981M,The primary language of the person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__language1_981M
person,1,mainoccupationinc_384A,Amount of the main income of the client.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__mainoccupationinc_384A
person,1,maritalst_703L,Marital status of the client.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__maritalst_703L
person,1,num_group1,Relational row-order/group identifier.,int64,order_identifier,stable_sort_key_only_not_aggregated_as_measurement,relational_order_identifier_not_predictor,exclude,row/group order identifier; used only for deterministic ordering,
person,1,personindex_1023L,Order of the person specified on the application form.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__personindex_1023L
person,1,persontype_1072L,Person type.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__persontype_1072L
person,1,persontype_792L,Person type.,double,numeric,count_non_missing|missing_count|min|max|mean|sum|sample_variance|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__persontype_792L
person,1,registaddr_district_1083M,District of person's registered address.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__registaddr_district_1083M
person,1,registaddr_zipcode_184M,Registered address's zip code of a person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__registaddr_zipcode_184M
person,1,relationshiptoclient_415T,Relationship to the client.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__relationshiptoclient_415T
person,1,relationshiptoclient_642T,Relationship to the client.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__relationshiptoclient_642T
person,1,remitter_829L,Flag indicating whether the client is a remitter.,bool,boolean,count_non_missing|missing_count|false_count|true_count|mean|first_by_num_group1|last_by_num_group1|any|all,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__remitter_829L
person,1,role_1084L,Type of contact role.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__role_1084L
person,1,role_993L,Person's role.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__role_993L
person,1,safeguarantyflag_411L,Flag indicating if client is using a flexible product with additional safeguard garanty.,bool,boolean,count_non_missing|missing_count|false_count|true_count|mean|first_by_num_group1|last_by_num_group1|any|all,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__safeguarantyflag_411L
person,1,sex_738L,Gender of the client.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__sex_738L
person,1,type_25L,Contact type of a person.,string,categorical,count_non_missing|missing_count|nunique|lexical_mode|first_by_num_group1|last_by_num_group1,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d1__person__type_25L
static,0,case_id,Stable case identifier.,int64,identifier,group_key_only,structural_identifier_not_predictor,exclude,stable row/join identifier; predictor use forbidden,
static,0,actualdpdtolerance_344P,DPD of client with tolerance.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__actualdpdtolerance_344P
static,0,amtinstpaidbefduel24m_4187115A,Number of instalments paid before due date in the last 24 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__amtinstpaidbefduel24m_4187115A
static,0,annuity_780A,Monthly annuity amount.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__annuity_780A
static,0,annuitynextmonth_57A,Next month's amount of annuity.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__annuitynextmonth_57A
static,0,applicationcnt_361L,Number of applications associated with the same email address as the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__applicationcnt_361L
static,0,applications30d_658L,Number of applications made by the client in the last 30 days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__applications30d_658L
static,0,applicationscnt_1086L,Number of applications associated with the same phone number.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__applicationscnt_1086L
static,0,applicationscnt_464L,Number of applications made in the last 30 days by other clients with the same employer as the applicant.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__applicationscnt_464L
static,0,applicationscnt_629L,Number of applications with the same employer in the last 7 days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__applicationscnt_629L
static,0,applicationscnt_867L,Number of applications associated with the same mobile phone.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__applicationscnt_867L
static,0,avgdbddpdlast24m_3658932P,Average days past or before due of payment during the last 24 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avgdbddpdlast24m_3658932P
static,0,avgdbddpdlast3m_4187120P,Average days past or before due of payment during the last 3 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avgdbddpdlast3m_4187120P
static,0,avgdbdtollast24m_4525197P,Average days of payment before due date within the last 24 months (with tolerance).,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avgdbdtollast24m_4525197P
static,0,avgdpdtolclosure24_3658938P,"Average DPD (days past due) with tolerance within the past 24 months from the maximum closure date, assuming that the contract is finished. If the contract is ongoing, the calculation is based on the current date.",double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avgdpdtolclosure24_3658938P
static,0,avginstallast24m_3658937A,Average instalments paid by the client over the past 24 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avginstallast24m_3658937A
static,0,avglnamtstart24m_4525187A,Average loan amount in the last 24 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avglnamtstart24m_4525187A
static,0,avgmaxdpdlast9m_3716943P,Average Days Past Due (DPD) of the client in last 9 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avgmaxdpdlast9m_3716943P
static,0,avgoutstandbalancel6m_4187114A,Average outstanding balance of applicant for the last 6 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avgoutstandbalancel6m_4187114A
static,0,avgpmtlast12m_4525200A,Average of payments made by the client in the last 12 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__avgpmtlast12m_4525200A
static,0,bankacctype_710L,Type of applicant's bank account.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__bankacctype_710L
static,0,cardtype_51L,Type of credit card.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__cardtype_51L
static,0,clientscnt12m_3712952L,Number of clients that have used the same mobile phone as the applicant in the past 12 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt12m_3712952L
static,0,clientscnt3m_3712950L,Number of clients who have the same mobile phone number in the last 3 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt3m_3712950L
static,0,clientscnt6m_3712949L,Total number of clients who have used the same mobile number in the last 6 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt6m_3712949L
static,0,clientscnt_100L,Number of applications with matching employer's phone and client's.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_100L
static,0,clientscnt_1022L,Number of clients sharing the same mobile phone.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_1022L
static,0,clientscnt_1071L,Number of applications where the alternative phone number matches that of the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_1071L
static,0,clientscnt_1130L,Number of applications where client's phone number matches the alternative phone contact.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_1130L
static,0,clientscnt_136L,Number of applications associated with same email address as client's email.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_136L
static,0,clientscnt_157L,Number of clients whose employer has the same phone number as the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_157L
static,0,clientscnt_257L,Number of clients that share an alternative phone number with the applicant.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_257L
static,0,clientscnt_304L,Number of clients with the same phone number.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_304L
static,0,clientscnt_360L,Number of clients that have the same alternative phone number and employer's phone number.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_360L
static,0,clientscnt_493L,Number of clients with matching phone numbers for both the employer and the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_493L
static,0,clientscnt_533L,Number of clients with same client's and alternative's phone number,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_533L
static,0,clientscnt_887L,Number of clients sharing the same employer's phone number.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_887L
static,0,clientscnt_946L,Number of clients with matching mobile and employer's number.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__clientscnt_946L
static,0,cntincpaycont9m_3716944L,Number of incoming payments in the past 9 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__cntincpaycont9m_3716944L
static,0,cntpmts24_3658933L,Number of months with any incoming payment in last 24 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__cntpmts24_3658933L
static,0,commnoinclast6m_3546845L,Number of communications indicating low income in the last six months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__commnoinclast6m_3546845L
static,0,credamount_770A,Loan amount or credit card limit.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__credamount_770A
static,0,credtype_322L,Type of credit.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__credtype_322L
static,0,currdebt_22A,Current debt amount of the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__currdebt_22A
static,0,currdebtcredtyperange_828A,Current amount of debt of the applicant.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__currdebtcredtyperange_828A
static,0,datefirstoffer_1144D,Date of first customer relationship management (CRM) offer.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__datefirstoffer_1144D
static,0,datelastinstal40dpd_247D,Date of last instalment that was more than 40 days past due (DPD).,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__datelastinstal40dpd_247D
static,0,datelastunpaid_3546854D,Date of the last unpaid instalment.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__datelastunpaid_3546854D
static,0,daysoverduetolerancedd_3976961L,Number of days that past after the due date (with tolerance).,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__daysoverduetolerancedd_3976961L
static,0,deferredmnthsnum_166L,Number of deferred months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__deferredmnthsnum_166L
static,0,disbursedcredamount_1113A,Disbursed credit amount after consolidation.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__disbursedcredamount_1113A
static,0,disbursementtype_67L,Type of disbursement.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__disbursementtype_67L
static,0,downpmt_116A,Amount of downpayment.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__downpmt_116A
static,0,dtlastpmtallstes_4499206D,Date of last payment made by the applicant.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__dtlastpmtallstes_4499206D
static,0,eir_270L,Interest rate.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__eir_270L
static,0,equalitydataagreement_891L,"Flag indicating sudden changes in client's social-demographic data (e.g. education, family status, housing type).",bool,boolean,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__equalitydataagreement_891L
static,0,equalityempfrom_62L,Flag indicating a sudden change in the client's length of employment.,bool,boolean,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__equalityempfrom_62L
static,0,firstclxcampaign_1125D,Date of the client's first campaign.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__firstclxcampaign_1125D
static,0,firstdatedue_489D,Date of the first due date.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__firstdatedue_489D
static,0,homephncnt_628L,Number of distinct home phones on client's application.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__homephncnt_628L
static,0,inittransactionamount_650A,Initial transaction amount of the credit application.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__inittransactionamount_650A
static,0,inittransactioncode_186L,Transaction type of the initial credit transaction.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__inittransactioncode_186L
static,0,interestrate_311L,The interest rate of the active credit contract.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__interestrate_311L
static,0,interestrategrace_34L,Interest rate during the grace period.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__interestrategrace_34L
static,0,isbidproduct_1095L,Flag indicating if the product is a cross-sell.,bool,boolean,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__isbidproduct_1095L
static,0,isbidproductrequest_292L,Flag indicating if the product is a cross-sell.,bool,boolean,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__isbidproductrequest_292L
static,0,isdebitcard_729L,Flag indicating if the product is a debit card.,bool,boolean,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__isdebitcard_729L
static,0,lastactivateddate_801D,Contract activation date for previous applications.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastactivateddate_801D
static,0,lastapplicationdate_877D,Date of previous customer's application.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastapplicationdate_877D
static,0,lastapprcommoditycat_1041M,Commodity category of the last loan applications made by the applicant.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastapprcommoditycat_1041M
static,0,lastapprcommoditytypec_5251766M,Commodity type of the last application.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastapprcommoditytypec_5251766M
static,0,lastapprcredamount_781A,Credit amount from the client's last application.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastapprcredamount_781A
static,0,lastapprdate_640D,Date of approval on client's most recent previous application.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastapprdate_640D
static,0,lastcancelreason_561M,Cancellation reason of the last application.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastcancelreason_561M
static,0,lastdelinqdate_224D,Date of the last delinquency occurrence.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastdelinqdate_224D
static,0,lastdependentsnum_448L,Number of dependents in the client's last loan application.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastdependentsnum_448L
static,0,lastotherinc_902A,Amount of other income reported by the client in their last application.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastotherinc_902A
