group_id,sha256,size_bytes,copy_count,potential_duplicate_bytes,paths
duplicate_21158,8c7d3f8ac0a14b6f5f185e379f26d7bf120db6cc0e884498cf08d349db65e4fb,1797,2,1797,results/lendingclub/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_c3c3d4603207/features/final_selected_features.csv;results/lendingclub/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_c3c3d4603207/selected_feature_sets/final_selected_features.csv
duplicate_21210,8cc63d8def9f124f276aa68ed907238a87261b1fa6a8f9a5e781cf9e9a778c2c,64,2,64,.tmp/pytest-clip-final/test_complete_run_without_mark0/runs/homecredit_lr_clip/results/oot_predictions.csv;.tmp/pytest-final/test_complete_run_without_mark0/runs/homecredit_lr_clip/results/oot_predictions.csv
duplicate_21318,8d757c59ee20d409e3a8cdea23ccfabb594f0668c6b0ee5a426d9e512ad9671e,1320,8,9240,.tmp/pytest-clip-final/test_full_statistical_baseline0/statistical_anchor_manifest.json;.tmp/pytest-clip-final/test_lendingclub_v2_is_transfo0/statistical_anchor_manifest.json;.tmp/pytest-clip-final/test_statistical_rankings_are_0/first/statistical_anchor_manifest.json;.tmp/pytest-clip-final/test_statistical_rankings_are_0/second/statistical_anchor_manifest.json;.tmp/pytest-final/test_full_statistical_baseline0/statistical_anchor_manifest.json;.tmp/pytest-final/test_lendingclub_v2_is_transfo0/statistical_anchor_manifest.json;.tmp/pytest-final/test_statistical_rankings_are_0/first/statistical_anchor_manifest.json;.tmp/pytest-final/test_statistical_rankings_are_0/second/statistical_anchor_manifest.json
duplicate_21456,8e636990fd5fe4a9d7f81ec11f8c2bac83894d33c8da32c4f32275648b24bbb5,1336,2,1336,results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/features/final_selected_features.csv;results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/selected_feature_sets/final_selected_features.csv
duplicate_21495,8ea957acf53e510c2d98399c80754a8bf4d33df77e23f306f4460aaa3c2d7ace,215460,2,215460,.tmp/pytest-clip-final/test_text_baseline_with_mock_e0/lendingclub_v2_text_embeddings.csv;.tmp/pytest-final/test_text_baseline_with_mock_e0/lendingclub_v2_text_embeddings.csv
duplicate_21500,8eb3eb64f4401637276b5f9a994863d91ebb1d509ab548a5af87dcb88e9709a3,2441,2,2441,results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_3/llm/selected_features.csv;results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/llm_responses/fold_3/llm/selected_features.csv
duplicate_21522,8ede9a64a52b25d7db30950956c978ec0b3932b7d14acd5abc63216e64babde7,307,3,614,.venv/Lib/site-packages/joblib/test/data/joblib_0.9.2_pickle_py33_np18.pkl_03.npy;.venv/Lib/site-packages/joblib/test/data/joblib_0.9.2_pickle_py34_np19.pkl_03.npy;.venv/Lib/site-packages/joblib/test/data/joblib_0.9.2_pickle_py35_np19.pkl_03.npy
duplicate_21533,8ef465c987c3dc44b65a5fbfb4fa57813dc4cda528d20fba7ba508d3544abacb,36938,8,258566,results/homecredit/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_159b47a7bfa0/llm_responses/final_dev/llm/iv_prefilter/feature_audit.csv;results/homecredit/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_87fbcccf4952/llm_responses/final_dev/llm/iv_prefilter/feature_audit.csv;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/llm_responses/final_dev/llm/iv_prefilter/feature_audit.csv;results/homecredit/catboost/llm/catboost_llm_llm_d54c966a1d6e/llm_responses/final_dev/iv_prefilter/feature_audit.csv;results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/llm_responses/final_dev/llm/iv_prefilter/feature_audit.csv;results/homecredit/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_f69e1a0cffc2/llm_responses/final_dev/llm/iv_prefilter/feature_audit.csv;results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/llm_responses/final_dev/llm/iv_prefilter/feature_audit.csv;results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/llm_responses/final_dev/iv_prefilter/feature_audit.csv
duplicate_21554,8f1c20e502bbe57cabbc988f1132aa6198ccb1dd2c5f40914ac468e957975ed6,488312,2,488312,results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/feature_rankings/llm_rankings_summary.csv;results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/features/llm_rankings_summary.csv
duplicate_21578,8f5268698af999d7a7803939a50ecfb805767f7d272fa8806bc5157da1e1888d,6294,6,31470,results/clip_v2/final_evaluation/runs/lendingclub_v2_lr_clip_v2/llm_responses/final_dev/clip_v2_selection_manifest.csv;results/clip_v2/final_evaluation/runs/lendingclub_v2_lr_clip_v2/llm_responses/fold_1/clip_v2_selection_manifest.csv;results/clip_v2/final_evaluation/runs/lendingclub_v2_lr_clip_v2/llm_responses/fold_2/clip_v2_selection_manifest.csv;results/clip_v2/final_evaluation/runs/lendingclub_v2_lr_clip_v2/llm_responses/fold_3/clip_v2_selection_manifest.csv;results/clip_v2/final_evaluation/runs/lendingclub_v2_lr_clip_v2/llm_responses/fold_4/clip_v2_selection_manifest.csv;results/clip_v2/final_evaluation/runs/lendingclub_v2_lr_clip_v2/llm_responses/fold_5/clip_v2_selection_manifest.csv
duplicate_21610,8f944c233f34c19b9071bfb6a5cf32aedb6cac449075a82f3d8cf6d32e7a1103,1964,2,1964,results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/features/final_selected_features.csv;results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/selected_feature_sets/final_selected_features.csv
duplicate_21635,8fc49be6a455968a4d2aaee1d76c6283da56747dfc5549c66fcd510d648cde7b,36844,8,257908,results/homecredit/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_159b47a7bfa0/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/homecredit/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_87fbcccf4952/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/homecredit/catboost/llm/catboost_llm_llm_d54c966a1d6e/llm_responses/fold_1/iv_prefilter/feature_audit.csv;results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/homecredit/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_f69e1a0cffc2/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/llm_responses/fold_1/iv_prefilter/feature_audit.csv
duplicate_21661,8fe791079c4f38571f03dfc164a219cc1d5cfc00dfb82bdb2a7629471701d929,4833499,2,4833499,.venv/Lib/site-packages/plotly/labextension/static/340.330950829c5d59eca692.js;.venv/share/jupyter/labextensions/jupyterlab-plotly/static/340.330950829c5d59eca692.js
duplicate_21666,8ff390a43ef5f8e5fc12c708e2073c0dc753f9858a81ed67eee309c521df544a,808,2,808,.tmp/pytest-final/test_feature_selection_fit_nev0/spy_run/results/oot_test_results.csv;.tmp/pytest-final/test_pipeline_runs_on_tiny_dum0/run/results/oot_test_results.csv
duplicate_21696,902714e144541fdf32685ba4610d27d2ebbd4171cc8bc1c2d075377cb0e7777f,267,4,801,.venv/Lib/site-packages/plotly/graph_objs/icicle/pathbar/__init__.py;.venv/Lib/site-packages/plotly/graph_objs/layout/map/layer/symbol/__init__.py;.venv/Lib/site-packages/plotly/graph_objs/layout/mapbox/layer/symbol/__init__.py;.venv/Lib/site-packages/plotly/graph_objs/treemap/pathbar/__init__.py
duplicate_21726,90689373a642658f0556090da79698dec8049abcf645897ded3463603819104c,15385,2,15385,.venv/Lib/site-packages/pyarrow/include/arrow/python/common.h;.venv/Lib/site-packages/pyarrow/src/arrow/python/common.h
duplicate_21795,90e88aab76b89a278c44b542c1005d38c4d1ad61b634e5ffe7eadb0051e97664,1551,2,1551,.venv/Lib/site-packages/matplotlib/mpl-data/images/forward-symbolic.svg;.venv/Lib/site-packages/matplotlib/mpl-data/images/forward.svg
duplicate_21799,90ee5a841336a132df592e0a5f5e456ca5dfa39c20f9ff6fc35fe130e2121a28,1672,2,1672,.venv/Lib/site-packages/tzdata/zoneinfo/America/Halifax;.venv/Lib/site-packages/tzdata/zoneinfo/Canada/Atlantic
duplicate_21816,910c97c091cd34ae7427c83226234ce7b4f2f425c5822d6669c24be62010a792,131,8,917,.venv/Lib/site-packages/tzdata/zoneinfo/Africa/Blantyre;.venv/Lib/site-packages/tzdata/zoneinfo/Africa/Bujumbura;.venv/Lib/site-packages/tzdata/zoneinfo/Africa/Gaborone;.venv/Lib/site-packages/tzdata/zoneinfo/Africa/Harare;.venv/Lib/site-packages/tzdata/zoneinfo/Africa/Kigali;.venv/Lib/site-packages/tzdata/zoneinfo/Africa/Lubumbashi;.venv/Lib/site-packages/tzdata/zoneinfo/Africa/Lusaka;.venv/Lib/site-packages/tzdata/zoneinfo/Africa/Maputo
duplicate_21826,91272e09682bbc5885bb5461b3992158bfb22904ced8c3e870bf43c6548d4440,1765,2,1765,.venv/Lib/site-packages/scipy/_lib/array_api_extra/_lib/_utils/_compat.pyi;.venv/Lib/site-packages/sklearn/externals/array_api_extra/_lib/_utils/_compat.pyi
duplicate_21937,91d1149374c02a080174447eb53f32f9f21c3b65277c48762bc5c5ae70d82d89,1237,2,1237,.venv/Lib/site-packages/pyarrow/include/arrow/python/python_test.h;.venv/Lib/site-packages/pyarrow/src/arrow/python/python_test.h
duplicate_21938,91d2fe008f1a9a7261b82621cd69166c7f30527fd0cabe0a50fd42a141cfba9e,422842,2,422842,.tmp/pytest-clip-final/test_stale_score_cache_is_reje0/selector_integration/homecredit_clip_scores.csv;.tmp/pytest-final/test_stale_score_cache_is_reje0/selector_integration/homecredit_clip_scores.csv
duplicate_22003,924eacb1c2689f204965251e92f66e925ed1ccc83e0a61bb62b1263d72395802,112,2,112,.tmp/pytest-final/test_validate_clip_readiness_a0/summary.csv;.tmp/pytest-final/test_validate_clip_readiness_r0/summary.csv
duplicate_22070,92ab7763ce02a2151b143bed39ce7e834ed82b4168d923439da4309dcdf38e85,304,2,304,results/clip/text_baseline/text_embedding_audit.json;results/clip_v2/text_baseline/text_embedding_audit.json
duplicate_22091,92d541048e866c94084bdb7de25094f10849f2cff9b204d93a4fb78a878a3ff0,261232,2,261232,results/lendingclub/lr/llm/lr_llm_llm_94542581466b/feature_rankings/llm_rankings_summary.csv;results/lendingclub/lr/llm/lr_llm_llm_94542581466b/features/llm_rankings_summary.csv
duplicate_22143,9335f53e5488be6cd83469d24478cae2fd5f8177243838943bee3e217bbb894c,19174,8,134218,results/homecredit/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_159b47a7bfa0/llm_responses/fold_3/llm/raw_llm_response.json;results/homecredit/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_87fbcccf4952/llm_responses/fold_3/llm/raw_llm_response.json;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/llm_responses/fold_3/llm/raw_llm_response.json;results/homecredit/catboost/llm/catboost_llm_llm_d54c966a1d6e/llm_responses/fold_3/raw_llm_response.json;results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/llm_responses/fold_3/llm/raw_llm_response.json;results/homecredit/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_f69e1a0cffc2/llm_responses/fold_3/llm/raw_llm_response.json;results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/llm_responses/fold_3/llm/raw_llm_response.json;results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/llm_responses/fold_3/raw_llm_response.json
duplicate_22220,93cecfc7e64f1fbf6db0506ee99212ef0a6b850c079ac7e2e27fd7a1a4d0e345,260783,2,260783,results/lendingclub/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_2d74dcada6cc/feature_rankings/llm_rankings_summary.csv;results/lendingclub/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_2d74dcada6cc/features/llm_rankings_summary.csv
duplicate_22234,93e484d2a6f3b62aa3f59b4f782f39053bae498f8de23602f1ed7a98f2de5bff,4485,2,4485,results/homecredit/catboost/statistical/catboost_statistical_mrmr_3858b721e537/features/final_selected_features.csv;results/homecredit/catboost/statistical/catboost_statistical_mrmr_3858b721e537/selected_feature_sets/final_selected_features.csv
duplicate_22299,94485f0f58f842767ec2db93539d5fc3afb2bdce16673d9e63c0988cccd6438e,152,2,152,.venv/Lib/site-packages/tzdata/zoneinfo/Indian/Kerguelen;.venv/Lib/site-packages/tzdata/zoneinfo/Indian/Maldives
duplicate_22317,9470fa625e1ffc045420ae92940e09cbbe62eff2bde343481a0eaf1dab8bca97,2331,2,2331,.venv/Lib/site-packages/pyarrow/include/arrow/python/ipc.h;.venv/Lib/site-packages/pyarrow/src/arrow/python/ipc.h
duplicate_22452,952532296ef2fdfeb8855a4ece8408c9808902c1b7b41993d0dfef999ea2c274,467020,2,467020,results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/feature_rankings/llm_rankings_summary.csv;results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/features/llm_rankings_summary.csv
duplicate_22488,9564e2f97871e187ab14b12f4619799f492a393c476d5216692e407e362c8c6a,2496,8,17472,results/homecredit/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_159b47a7bfa0/llm_responses/fold_5/llm/selected_features.csv;results/homecredit/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_87fbcccf4952/llm_responses/fold_5/llm/selected_features.csv;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/llm_responses/fold_5/llm/selected_features.csv;results/homecredit/catboost/llm/catboost_llm_llm_d54c966a1d6e/llm_responses/fold_5/selected_features.csv;results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/llm_responses/fold_5/llm/selected_features.csv;results/homecredit/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_f69e1a0cffc2/llm_responses/fold_5/llm/selected_features.csv;results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/llm_responses/fold_5/llm/selected_features.csv;results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/llm_responses/fold_5/selected_features.csv
duplicate_22556,95db946ffeff709eb6b946c36db71bee429999fcb58c9e894336cd7e5e81cfce,204881,4,614643,.tmp/pytest-clip-final/test_text_baseline_with_mock_e0/lendingclub_v2_feature_text.csv;.tmp/pytest-final/test_text_baseline_with_mock_e0/lendingclub_v2_feature_text.csv;results/clip/text_baseline/lendingclub_v2_feature_text.csv;results/clip_v2/text_baseline/lendingclub_v2_feature_text.csv
duplicate_22564,95e87975747848050e8d948d998908c57760b65f4c63a2dd6f689517721a770d,428,10,3852,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_llm_then_corrected_clip_then_mrmr/leakage_report.json;results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_llm_then_corrected_clip_then_mrmr/leakage_report.json;results/homecredit/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_159b47a7bfa0/leakage_report.json;results/homecredit/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_87fbcccf4952/leakage_report.json;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/leakage_report.json;results/homecredit/catboost/llm/catboost_llm_llm_d54c966a1d6e/leakage_report.json;results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/leakage_report.json;results/homecredit/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_f69e1a0cffc2/leakage_report.json;results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/leakage_report.json;results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/leakage_report.json
duplicate_22626,966134f35fc3a4697fb2de744e0b150255c05cb006838bfb148f23bad8259256,1127,2,1127,results/lendingclub/lr/statistical/lr_statistical_pca_2c7480ae43dc/features/final_selected_features.csv;results/lendingclub/lr/statistical/lr_statistical_pca_2c7480ae43dc/selected_feature_sets/final_selected_features.csv
duplicate_22694,96dc0291592875dc31d126a99d0bc6b2af902d9377d91b6ce5448c766c08ff96,4290,2,4290,results/clip_v2/final_evaluation/runs/homecredit_catboost_clip_v2_then_mrmr/features/final_selected_features.csv;results/clip_v2/final_evaluation/runs/homecredit_catboost_clip_v2_then_mrmr/selected_feature_sets/final_selected_features.csv
duplicate_22736,971f2682b3256c07aebc4bed304d819f7772f3880688623a697b38a6d525bf9c,85175,8,596225,results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/models/final_preprocessor.pkl;results/homecredit/catboost/statistical/catboost_statistical_boruta_486630bccdb9/models/final_preprocessor.pkl;results/homecredit/catboost/statistical/catboost_statistical_mrmr_3858b721e537/models/final_preprocessor.pkl;results/homecredit/catboost/statistical/catboost_statistical_pca_26fcebfff558/models/final_preprocessor.pkl;results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/models/final_preprocessor.pkl;results/homecredit/lr/statistical/lr_statistical_boruta_80d39f8dcf68/models/final_preprocessor.pkl;results/homecredit/lr/statistical/lr_statistical_mrmr_53a793cb32fe/models/final_preprocessor.pkl;results/homecredit/lr/statistical/lr_statistical_pca_7d168b078e9c/models/final_preprocessor.pkl
duplicate_22746,972dd955cd158a045e477d82785811b93e709cbb6d84525edad6ae9186b35b95,2379,2,2379,results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_1/llm/selected_features.csv;results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/llm_responses/fold_1/llm/selected_features.csv
duplicate_22767,9747e72a25d7fa1da00171b981bca3bc1e71c7717c3d141b48a1eb62c3be9447,57984,8,405888,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/llm_responses/fold_1/llm/prompt.txt;results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_1/llm/prompt.txt;results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_1/llm/prompt.txt;results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_1/prompt.txt;results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_1/llm/prompt.txt;results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/llm_responses/fold_1/llm/prompt.txt;results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/llm_responses/fold_1/llm/prompt.txt;results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/llm_responses/fold_1/prompt.txt
duplicate_22775,9755a18519666e5f0f4cae3daad3d7012bcae48a600b31237d75e9fe134e6683,1076,2,1076,.venv/Lib/site-packages/jaraco_context-6.1.2.dist-info/licenses/LICENSE;.venv/Lib/site-packages/setuptools/_vendor/jaraco_context-6.1.0.dist-info/licenses/LICENSE
duplicate_22791,9770a177330d35124e2e284a7cf29cd75d9d07eec5103a272091dd615f0e8b2d,309203,8,2164421,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/llm_responses/final_dev/llm/iv_prefilter/bin_stats.csv;results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/final_dev/llm/iv_prefilter/bin_stats.csv;results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/final_dev/llm/iv_prefilter/bin_stats.csv;results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/final_dev/iv_prefilter/bin_stats.csv;results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/final_dev/llm/iv_prefilter/bin_stats.csv;results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/llm_responses/final_dev/llm/iv_prefilter/bin_stats.csv;results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/llm_responses/final_dev/llm/iv_prefilter/bin_stats.csv;results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/llm_responses/final_dev/iv_prefilter/bin_stats.csv
duplicate_22798,977f1ba3b769a77bb595530f12b95cb7fe6e04b2a3df9cee4bfaf7e5eedcd7d7,345,2,345,.venv/Lib/site-packages/numpy/_pyinstaller/tests/__init__.py;.venv/Lib/site-packages/numpy/f2py/tests/__init__.py
duplicate_22829,97ac6c2655c7c0e45f7abf2dd7d8db9bd78c36bc374c7c8c7670e7601f6d5833,2621,6,13105,results/clip_v2/training/seeds/seed_11/config_snapshot.yaml;results/clip_v2/training/seeds/seed_22/config_snapshot.yaml;results/clip_v2/training/seeds/seed_33/config_snapshot.yaml;results/clip_v2/training/seeds/seed_44/config_snapshot.yaml;results/clip_v2/training/seeds/seed_55/config_snapshot.yaml;results/clip_v2/training/smoke_test/seeds/seed_11/config_snapshot.yaml
duplicate_22882,980e09f79605808c69824ef09f8612ce05dd5b29c39f2ad7dad4e5fbd2f49b33,76,5,304,.tmp/pytest-final/test_aggregate_results_accepts0/results/homecredit/failed_runs.csv;.tmp/pytest-final/test_aggregate_results_include0/results/failed_runs.csv;results/homecredit/failed_runs.csv;results/lendingclub/failed_runs.csv;results/lendingclub_v2/failed_runs.csv
duplicate_22905,9834a14ab9bcaa0f6a8da71073617eac8f004e596a3fa11d807b84631b825d9d,7,3,14,tests_runtime/pytest/test_incomplete_model_or_missi0/run/complete.txt;tests_runtime/pytest/test_incomplete_model_or_missi1/run/complete.txt;tests_runtime/pytest/test_train_rejects_unmanifeste0/out/train-owned.txt
duplicate_22953,987d6da7446ceb4566dd6a76b9f3911ead3114b55ffd2f138d05318c506b950b,1136,8,7952,.tmp/pytest-clip-final/test_full_statistical_baseline0/statistical_preprocessing_audit.json;.tmp/pytest-clip-final/test_lendingclub_v2_is_transfo0/statistical_preprocessing_audit.json;.tmp/pytest-clip-final/test_statistical_rankings_are_0/first/statistical_preprocessing_audit.json;.tmp/pytest-clip-final/test_statistical_rankings_are_0/second/statistical_preprocessing_audit.json;.tmp/pytest-final/test_full_statistical_baseline0/statistical_preprocessing_audit.json;.tmp/pytest-final/test_lendingclub_v2_is_transfo0/statistical_preprocessing_audit.json;.tmp/pytest-final/test_statistical_rankings_are_0/first/statistical_preprocessing_audit.json;.tmp/pytest-final/test_statistical_rankings_are_0/second/statistical_preprocessing_audit.json
duplicate_22959,9884d11ab81068b3ce8f123df970ce5ea85087c13c6cc061a0b1ee96795e3e90,20986,8,146902,results/homecredit/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_159b47a7bfa0/llm_responses/fold_5/llm/raw_llm_response.json;results/homecredit/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_87fbcccf4952/llm_responses/fold_5/llm/raw_llm_response.json;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/llm_responses/fold_5/llm/raw_llm_response.json;results/homecredit/catboost/llm/catboost_llm_llm_d54c966a1d6e/llm_responses/fold_5/raw_llm_response.json;results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/llm_responses/fold_5/llm/raw_llm_response.json;results/homecredit/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_f69e1a0cffc2/llm_responses/fold_5/llm/raw_llm_response.json;results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/llm_responses/fold_5/llm/raw_llm_response.json;results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/llm_responses/fold_5/raw_llm_response.json
duplicate_23188,99f7cfcbcc019d9427d959c9514e6313df4ab316927e2c8c1d5f58b7468b571b,87,2,87,.venv/Lib/site-packages/filelock-3.29.4.dist-info/WHEEL;.venv/Lib/site-packages/fsspec-2026.6.0.dist-info/WHEEL
duplicate_23210,9a0cdfe89077c8e5854bb43e7902c784ed55409b6cddec86bae316bd4f6c4dec,1990,2,1990,results/lendingclub/lr/statistical/lr_statistical_domain_rule_baseline_6d9b138cc826/features/final_selected_features.csv;results/lendingclub/lr/statistical/lr_statistical_domain_rule_baseline_6d9b138cc826/selected_feature_sets/final_selected_features.csv
duplicate_23322,9abf3d8bfc293285a102da99ac5d9219ca082dc530eab62b0e42143400deb3b1,791,2,791,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Macao;.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Macau
duplicate_23329,9ace6b0aeab6c81338f55993ca632d15037773968137596477c8e3cca767366f,1117,2,1117,.venv/Lib/site-packages/tzdata/zoneinfo/America/Havana;.venv/Lib/site-packages/tzdata/zoneinfo/Cuba
duplicate_23388,9b301e6c46bd047b4f67f7173e2cc1b4e7136f2de1eb825d5ddad7134a712866,1047,2,1047,results/cross_dataset_v2/analysis/best_llm_family.csv;results/cross_dataset_v2/analysis/best_overall.csv
