path,category,size_bytes,proposed_action,confidence,reason
.venv/Lib/site-packages/sklearn/neighbors/__pycache__/,TEMPORARY_OR_CACHE,199356,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sklearn/neighbors/tests/,REPRODUCIBILITY_SUPPORT,179912,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/neural_network/,REPRODUCIBILITY_SUPPORT,152543,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/neural_network/tests/,REPRODUCIBILITY_SUPPORT,51413,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/preprocessing/,REPRODUCIBILITY_SUPPORT,1524090,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/preprocessing/__pycache__/,TEMPORARY_OR_CACHE,336156,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sklearn/preprocessing/tests/,REPRODUCIBILITY_SUPPORT,348745,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/semi_supervised/,REPRODUCIBILITY_SUPPORT,67950,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/semi_supervised/tests/,REPRODUCIBILITY_SUPPORT,24314,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/svm/,REPRODUCIBILITY_SUPPORT,1154437,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/svm/__pycache__/,TEMPORARY_OR_CACHE,113462,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sklearn/svm/src/,REPRODUCIBILITY_SUPPORT,190542,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/svm/src/liblinear/,REPRODUCIBILITY_SUPPORT,82852,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/svm/src/libsvm/,REPRODUCIBILITY_SUPPORT,105791,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/svm/src/newrand/,REPRODUCIBILITY_SUPPORT,1899,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/svm/tests/,REPRODUCIBILITY_SUPPORT,76355,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/tests/,REPRODUCIBILITY_SUPPORT,569269,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/tree/,REPRODUCIBILITY_SUPPORT,1388605,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/tree/__pycache__/,TEMPORARY_OR_CACHE,124528,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sklearn/tree/tests/,REPRODUCIBILITY_SUPPORT,154951,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/utils/,REPRODUCIBILITY_SUPPORT,3746627,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/utils/__pycache__/,TEMPORARY_OR_CACHE,564261,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sklearn/utils/_repr_html/,REPRODUCIBILITY_SUPPORT,114174,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/utils/_repr_html/__pycache__/,TEMPORARY_OR_CACHE,31469,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sklearn/utils/_repr_html/tests/,REPRODUCIBILITY_SUPPORT,32692,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/utils/_test_common/,REPRODUCIBILITY_SUPPORT,54360,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/utils/src/,REPRODUCIBILITY_SUPPORT,9513,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sklearn/utils/tests/,REPRODUCIBILITY_SUPPORT,572007,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/slicer-0.0.8.dist-info/,REPRODUCIBILITY_SUPPORT,6117,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/slicer/,REPRODUCIBILITY_SUPPORT,46860,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sniffio-1.3.1.dist-info/,REPRODUCIBILITY_SUPPORT,17772,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sniffio/,REPRODUCIBILITY_SUPPORT,9112,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sniffio/__pycache__/,TEMPORARY_OR_CACHE,3787,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sniffio/_tests/,REPRODUCIBILITY_SUPPORT,2058,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy-1.14.0.dist-info/,REPRODUCIBILITY_SUPPORT,222241,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy-1.14.0.dist-info/licenses/,REPRODUCIBILITY_SUPPORT,63664,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/,REPRODUCIBILITY_SUPPORT,38943011,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/__pycache__/,TEMPORARY_OR_CACHE,31239,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/algebras/,REPRODUCIBILITY_SUPPORT,121227,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/algebras/__pycache__/,TEMPORARY_OR_CACHE,56873,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/algebras/tests/,REPRODUCIBILITY_SUPPORT,16809,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/assumptions/,REPRODUCIBILITY_SUPPORT,566754,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/assumptions/__pycache__/,TEMPORARY_OR_CACHE,136502,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/assumptions/handlers/,REPRODUCIBILITY_SUPPORT,80545,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/assumptions/predicates/,REPRODUCIBILITY_SUPPORT,37715,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/assumptions/relation/,REPRODUCIBILITY_SUPPORT,31667,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/assumptions/relation/__pycache__/,TEMPORARY_OR_CACHE,17945,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/assumptions/tests/,REPRODUCIBILITY_SUPPORT,153229,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/benchmarks/,REPRODUCIBILITY_SUPPORT,17080,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/calculus/,REPRODUCIBILITY_SUPPORT,241957,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/calculus/__pycache__/,TEMPORARY_OR_CACHE,105517,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/calculus/tests/,REPRODUCIBILITY_SUPPORT,45377,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/categories/,REPRODUCIBILITY_SUPPORT,161132,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/categories/tests/,REPRODUCIBILITY_SUPPORT,33615,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/codegen/,REPRODUCIBILITY_SUPPORT,200994,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/codegen/tests/,REPRODUCIBILITY_SUPPORT,70717,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/combinatorics/,REPRODUCIBILITY_SUPPORT,854856,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/combinatorics/tests/,REPRODUCIBILITY_SUPPORT,176588,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/concrete/,REPRODUCIBILITY_SUPPORT,389108,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/concrete/__pycache__/,TEMPORARY_OR_CACHE,132344,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/concrete/tests/,REPRODUCIBILITY_SUPPORT,116137,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/core/,REPRODUCIBILITY_SUPPORT,3234112,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/core/__pycache__/,TEMPORARY_OR_CACHE,1263507,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/core/benchmarks/,REPRODUCIBILITY_SUPPORT,2499,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/core/tests/,REPRODUCIBILITY_SUPPORT,842116,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/crypto/,REPRODUCIBILITY_SUPPORT,111601,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/crypto/tests/,REPRODUCIBILITY_SUPPORT,19758,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/diffgeom/,REPRODUCIBILITY_SUPPORT,102574,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/diffgeom/tests/,REPRODUCIBILITY_SUPPORT,23045,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/discrete/,REPRODUCIBILITY_SUPPORT,96018,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/discrete/__pycache__/,TEMPORARY_OR_CACHE,33679,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/discrete/tests/,REPRODUCIBILITY_SUPPORT,26421,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/external/,REPRODUCIBILITY_SUPPORT,146036,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/external/__pycache__/,TEMPORARY_OR_CACHE,49916,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/external/tests/,REPRODUCIBILITY_SUPPORT,50289,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/,REPRODUCIBILITY_SUPPORT,2794563,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/__pycache__/,TEMPORARY_OR_CACHE,6134,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/functions/combinatorial/,REPRODUCIBILITY_SUPPORT,388710,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/combinatorial/__pycache__/,TEMPORARY_OR_CACHE,174475,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/functions/combinatorial/tests/,REPRODUCIBILITY_SUPPORT,73910,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/elementary/,REPRODUCIBILITY_SUPPORT,1261560,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/elementary/__pycache__/,TEMPORARY_OR_CACHE,556589,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/functions/elementary/benchmarks/,REPRODUCIBILITY_SUPPORT,185,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/elementary/tests/,REPRODUCIBILITY_SUPPORT,316790,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/special/,REPRODUCIBILITY_SUPPORT,1132594,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/special/__pycache__/,TEMPORARY_OR_CACHE,546049,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/functions/special/benchmarks/,REPRODUCIBILITY_SUPPORT,164,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/functions/special/tests/,REPRODUCIBILITY_SUPPORT,189562,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/geometry/,REPRODUCIBILITY_SUPPORT,879547,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/geometry/__pycache__/,TEMPORARY_OR_CACHE,395211,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/geometry/tests/,REPRODUCIBILITY_SUPPORT,144580,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/holonomic/,REPRODUCIBILITY_SUPPORT,143541,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/holonomic/tests/,REPRODUCIBILITY_SUPPORT,36675,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/integrals/,REPRODUCIBILITY_SUPPORT,1401889,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/integrals/__pycache__/,TEMPORARY_OR_CACHE,399242,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/integrals/benchmarks/,REPRODUCIBILITY_SUPPORT,701,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/integrals/tests/,REPRODUCIBILITY_SUPPORT,372300,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/interactive/,REPRODUCIBILITY_SUPPORT,93601,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/interactive/__pycache__/,TEMPORARY_OR_CACHE,40988,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/interactive/tests/,REPRODUCIBILITY_SUPPORT,12282,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/liealgebras/,REPRODUCIBILITY_SUPPORT,67007,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/liealgebras/tests/,REPRODUCIBILITY_SUPPORT,9233,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/logic/,REPRODUCIBILITY_SUPPORT,430440,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/logic/__pycache__/,TEMPORARY_OR_CACHE,148994,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/logic/algorithms/,REPRODUCIBILITY_SUPPORT,68725,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/logic/tests/,REPRODUCIBILITY_SUPPORT,86584,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/logic/utilities/,REPRODUCIBILITY_SUPPORT,1726,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/matrices/,REPRODUCIBILITY_SUPPORT,2171255,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/matrices/__pycache__/,TEMPORARY_OR_CACHE,528584,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/matrices/benchmarks/,REPRODUCIBILITY_SUPPORT,306,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/matrices/expressions/,REPRODUCIBILITY_SUPPORT,564046,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/matrices/expressions/__pycache__/,TEMPORARY_OR_CACHE,256654,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/matrices/expressions/tests/,REPRODUCIBILITY_SUPPORT,130232,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/matrices/tests/,REPRODUCIBILITY_SUPPORT,505845,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/multipledispatch/,REPRODUCIBILITY_SUPPORT,63261,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/multipledispatch/__pycache__/,TEMPORARY_OR_CACHE,31239,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/multipledispatch/tests/,REPRODUCIBILITY_SUPPORT,12062,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/ntheory/,REPRODUCIBILITY_SUPPORT,672283,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/ntheory/__pycache__/,TEMPORARY_OR_CACHE,292054,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/ntheory/tests/,REPRODUCIBILITY_SUPPORT,92424,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/,REPRODUCIBILITY_SUPPORT,980740,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/__pycache__/,TEMPORARY_OR_CACHE,47477,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/parsing/autolev/,REPRODUCIBILITY_SUPPORT,281767,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/,REPRODUCIBILITY_SUPPORT,132924,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/,REPRODUCIBILITY_SUPPORT,31963,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/,REPRODUCIBILITY_SUPPORT,8710,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/c/,REPRODUCIBILITY_SUPPORT,38189,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/fortran/,REPRODUCIBILITY_SUPPORT,11556,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/latex/,REPRODUCIBILITY_SUPPORT,238389,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/latex/_antlr/,REPRODUCIBILITY_SUPPORT,154541,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/latex/lark/,REPRODUCIBILITY_SUPPORT,44462,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/latex/lark/grammar/,REPRODUCIBILITY_SUPPORT,14158,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/parsing/tests/,REPRODUCIBILITY_SUPPORT,266327,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/,REPRODUCIBILITY_SUPPORT,3528097,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/biomechanics/,REPRODUCIBILITY_SUPPORT,273386,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/,REPRODUCIBILITY_SUPPORT,123423,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/,REPRODUCIBILITY_SUPPORT,327519,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/,REPRODUCIBILITY_SUPPORT,51757,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/control/,REPRODUCIBILITY_SUPPORT,337113,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/control/tests/,REPRODUCIBILITY_SUPPORT,120942,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/hep/,REPRODUCIBILITY_SUPPORT,38975,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/hep/tests/,REPRODUCIBILITY_SUPPORT,14722,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/mechanics/,REPRODUCIBILITY_SUPPORT,736918,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/mechanics/tests/,REPRODUCIBILITY_SUPPORT,325931,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/optics/,REPRODUCIBILITY_SUPPORT,104288,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/optics/tests/,REPRODUCIBILITY_SUPPORT,20971,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/quantum/,REPRODUCIBILITY_SUPPORT,1056466,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/quantum/tests/,REPRODUCIBILITY_SUPPORT,540926,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/tests/,REPRODUCIBILITY_SUPPORT,72463,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/units/,REPRODUCIBILITY_SUPPORT,161979,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/units/definitions/,REPRODUCIBILITY_SUPPORT,23783,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/units/systems/,REPRODUCIBILITY_SUPPORT,29885,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/units/tests/,REPRODUCIBILITY_SUPPORT,46617,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/vector/,REPRODUCIBILITY_SUPPORT,264051,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/physics/vector/tests/,REPRODUCIBILITY_SUPPORT,97111,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/,REPRODUCIBILITY_SUPPORT,848322,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/__pycache__/,TEMPORARY_OR_CACHE,201421,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/plotting/backends/,REPRODUCIBILITY_SUPPORT,66175,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/backends/__pycache__/,TEMPORARY_OR_CACHE,17582,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/plotting/backends/matplotlibbackend/,REPRODUCIBILITY_SUPPORT,30669,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/backends/matplotlibbackend/__pycache__/,TEMPORARY_OR_CACHE,17959,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/plotting/backends/textbackend/,REPRODUCIBILITY_SUPPORT,3013,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/backends/textbackend/__pycache__/,TEMPORARY_OR_CACHE,2118,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/plotting/intervalmath/,REPRODUCIBILITY_SUPPORT,103682,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/intervalmath/__pycache__/,TEMPORARY_OR_CACHE,47327,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/plotting/intervalmath/tests/,REPRODUCIBILITY_SUPPORT,23112,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/pygletplot/,REPRODUCIBILITY_SUPPORT,112703,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/,TEMPORARY_OR_CACHE,3660,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/plotting/pygletplot/tests/,REPRODUCIBILITY_SUPPORT,2720,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/plotting/tests/,REPRODUCIBILITY_SUPPORT,172758,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/polys/,REPRODUCIBILITY_SUPPORT,6854852,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/polys/__pycache__/,TEMPORARY_OR_CACHE,2113171,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/polys/agca/,REPRODUCIBILITY_SUPPORT,246893,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/polys/agca/__pycache__/,TEMPORARY_OR_CACHE,129106,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/polys/agca/tests/,REPRODUCIBILITY_SUPPORT,28019,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/polys/benchmarks/,REPRODUCIBILITY_SUPPORT,449083,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/polys/domains/,REPRODUCIBILITY_SUPPORT,512905,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/polys/domains/__pycache__/,TEMPORARY_OR_CACHE,250684,DELETE,HIGH,standard generated cache or temporary runtime artifact
.venv/Lib/site-packages/sympy/polys/domains/tests/,REPRODUCIBILITY_SUPPORT,55382,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/sympy/polys/matrices/,REPRODUCIBILITY_SUPPORT,832111,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
